Yr_rank,Overall_rank,TID,Technique,Percentage,Overall_perc,Type,Year,Reporter,Target,Source
5,13,T1564.001,Hide Artifacts: Hidden Files and Directories,12.5,6.82,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-336a
5,13,T1564.001,Hide Artifacts: Hidden Files and Directories,12.5,6.82,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-266a
6,13,T1564.001,Hide Artifacts: Hidden Files and Directories,7.69,6.82,Public,2021,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa21-048a
6,15,T1564.003,Hide Artifacts: Hidden Window,6.25,2.27,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-336a
5,13,T1574.002,Hijack Exectuion Flow: DLL Side-Loading,12.5,6.82,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-336a
5,13,T1574.002,Hijack Exectuion Flow: DLL Side-Loading,12.5,6.82,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-275a
6,13,T1574.002,Hijack Exectuion Flow: DLL Side-Loading,7.14,6.82,Public,2022,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa22-249a
6,15,T1574,Hijack Execution Flow,7.14,2.27,Public,2022,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa22-277a
6,15,T1574.001,Hijack Execution Flow: DLL Search Order Hijacking,7.69,2.27,Public,2021,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa21-200b
6,15,T0874,Hooking,7.14,2.27,Public,2022,CISA,ICS,https://www.cisa.gov/uscert/ncas/alerts/aa22-083a
5,13,T1562.004,Impair Defenses: Disable or Modify System Firewall,12.5,6.82,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-336a
5,13,T1562.004,Impair Defenses: Disable or Modify System Firewall,12.5,6.82,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-301a
6,13,T1562.004,Impair Defenses: Disable or Modify System Firewall,7.14,6.82,Public,2022,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa22-054a
4,10,T1562.001,Impair Defenses: Disable or Modify Tools,18.7,13.64,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-336a
4,10,T1562.001,Impair Defenses: Disable or Modify Tools,18.7,13.64,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-302a
4,10,T1562.001,Impair Defenses: Disable or Modify Tools,18.7,13.64,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-239a
6,10,T1562.001,Impair Defenses: Disable or Modify Tools,7.69,13.64,Public,2021,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa21-076a
5,10,T1562.001,Impair Defenses: Disable or Modify Tools,14.2,13.64,Public,2022,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa22-277a
5,10,T1562.001,Impair Defenses: Disable or Modify Tools,14.2,13.64,Public,2022,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa22-055a
6,15,T1562.003,Impair Defenses: Impair Command History Logging,6.25,2.27,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-239a
6,15,T1562.006,Impair Defenses: Indicator Blocking,6.25,2.27,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-239a
6,15,T1562.009,Impair Defenses: Safe Mode Boot,7.14,2.27,Public,2022,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa22-181a
5,14,T1070.003,Indicator Removal on Host: Clear Command History,12.5,4.55,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-336a
5,14,T1070.003,Indicator Removal on Host: Clear Command History,12.5,4.55,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-239a
6,15,T0872,Indicator Removal on Host,7.14,2.27,Public,2022,CISA,ICS,https://www.cisa.gov/uscert/ncas/alerts/aa22-083a
6,13,T1070,Indicator Removal on Host,7.69,6.82,Public,2021,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa21-200b
5,13,T1070,Indicator Removal on Host,14.2,6.82,Public,2022,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa22-277a
5,13,T1070,Indicator Removal on Host,14.2,6.82,Public,2022,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa22-138b
6,14,T1070.001,Indicator Removal on Host: Clear Windows Event Logs,6.25,4.55,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-336a
6,14,T1070.001,Indicator Removal on Host: Clear Windows Event Logs,7.14,4.55,Public,2022,CISA,ICS,https://www.cisa.gov/uscert/ncas/alerts/aa22-083a
2,7,T1070.004,Indicator Removal on Host: File Deletion,31.2,20.45,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-352a
2,7,T1070.004,Indicator Removal on Host: File Deletion,31.2,20.45,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-336a
2,7,T1070.004,Indicator Removal on Host: File Deletion,31.2,20.45,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-301a
2,7,T1070.004,Indicator Removal on Host: File Deletion,31.2,20.45,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-239a
2,7,T1070.004,Indicator Removal on Host: File Deletion,31.2,20.45,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-227a
5,7,T1070.004,Indicator Removal on Host: File Deletion,15.3,20.45,Public,2021,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa21-336a
5,7,T1070.004,Indicator Removal on Host: File Deletion,15.3,20.45,Public,2021,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa21-259a
5,7,T1070.004,Indicator Removal on Host: File Deletion,14.2,20.45,Public,2022,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa22-277a
5,7,T1070.004,Indicator Removal on Host: File Deletion,14.2,20.45,Public,2022,CISA,ICS,https://www.cisa.gov/uscert/ncas/alerts/aa22-083a
5,14,T1070.006,Indicator Removal on Host: Timestomp,12.5,4.55,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-336a
5,14,T1070.006,Indicator Removal on Host: Timestomp,12.5,4.55,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-239a
6,15,T1202,Indirect Command Execution,6.25,2.27,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-239a
2,3,T1105,Ingress Tool Transfer,31.2,29.55,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-352a
2,3,T1105,Ingress Tool Transfer,31.2,29.55,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-336a
2,3,T1105,Ingress Tool Transfer,31.2,29.55,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-275a
2,3,T1105,Ingress Tool Transfer,31.2,29.55,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-239a
2,3,T1105,Ingress Tool Transfer,31.2,29.55,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-227a
4,3,T1105,Ingress Tool Transfer,23.0,29.55,Public,2021,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa21-200b
4,3,T1105,Ingress Tool Transfer,23.0,29.55,Public,2021,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa21-148a
4,3,T1105,Ingress Tool Transfer,23.0,29.55,Public,2021,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa21-076a
2,3,T1105,Ingress Tool Transfer,35.7,29.55,Public,2022,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa22-277a
2,3,T1105,Ingress Tool Transfer,35.7,29.55,Public,2022,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa22-174a
2,3,T1105,Ingress Tool Transfer,35.7,29.55,Public,2022,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa22-138b
2,3,T1105,Ingress Tool Transfer,35.7,29.55,Public,2022,CISA,ICS,https://www.cisa.gov/uscert/ncas/alerts/aa22-083a
2,3,T1105,Ingress Tool Transfer,35.7,29.55,Public,2022,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa22-055a
6,14,T1490,Inhibit System Recovery,6.25,4.55,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-302a
6,14,T1490,Inhibit System Recovery,7.14,4.55,Public,2022,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa22-181a
6,15,T1056,Input Capture,6.25,2.27,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-239a
5,12,T1056.004,Input Capture: Credential API Hooking,12.5,9.09,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-239a
5,12,T1056.004,Input Capture: Credential API Hooking,12.5,9.09,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-239a
5,12,T1056.004,Input Capture: Credential API Hooking,15.3,9.09,Public,2021,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa21-076a
3,11,T1056.001,Input Capture: Keylogging,25.0,11.36,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-336a
3,11,T1056.001,Input Capture: Keylogging,25.0,11.36,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-301a
3,11,T1056.001,Input Capture: Keylogging,25.0,11.36,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-266a
3,11,T1056.001,Input Capture: Keylogging,25.0,11.36,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-227a
6,11,T1056.001,Input Capture: Keylogging,7.14,11.36,Public,2022,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa22-174a
5,12,T1056.004,Input Capture:Credential API Hooking,15.3,9.09,Public,2021,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa21-076a
6,15,T1559.001,Inter-Process Communication: Component Object Model,7.14,2.27,Public,2022,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa22-055a
6,14,T1559.002,Inter-Process Communication: Dynamic Data Exchange,6.25,4.55,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-336a
6,14,T1559.002,Inter-Process Communication: Dynamic Data Exchange,7.14,4.55,Public,2022,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa22-055a
6,15,T1534,Internal Spearphishing,7.69,2.27,Public,2021,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa21-200a
6,15,T0883,Internet Accessible PLC,6.25,2.27,Public,2020,CISA,ICS,https://www.cisa.gov/uscert/ncas/alerts/aa20-205a
6,15,T0867,Lateral Tool Transfer,7.14,2.27,Public,2022,CISA,ICS,https://www.cisa.gov/uscert/ncas/alerts/aa22-103a
6,14,T1570,Lateral Tool Transfer,7.69,4.55,Public,2021,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa21-076a
6,14,T1570,Lateral Tool Transfer,7.14,4.55,Public,2022,CISA,ICS,https://www.cisa.gov/uscert/ncas/alerts/aa22-083a
6,13,T1136,Local Accounts,6.25,6.82,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-336a
6,15,T0826,Loss of Availability,7.14,2.27,Public,2022,CISA,ICS,https://www.cisa.gov/uscert/ncas/alerts/aa22-103a
6,15,T0827,Loss of Control,7.14,2.27,Public,2022,CISA,ICS,https://www.cisa.gov/uscert/ncas/alerts/aa22-103a
6,15,T0828,Loss of Productivity and Revenue,7.14,2.27,Public,2022,CISA,ICS,https://www.cisa.gov/uscert/ncas/alerts/aa22-103a
6,15,T0880,Loss of Safety,7.14,2.27,Public,2022,CISA,ICS,https://www.cisa.gov/uscert/ncas/alerts/aa22-103a
6,15,T0880,Loss of Safety,7.14,2.27,Public,2022,CISA,ICS,https://www.cisa.gov/uscert/ncas/alerts/aa22-083a
6,15,T0831,Manipulation of Control,7.14,2.27,Public,2022,CISA,ICS,https://www.cisa.gov/uscert/ncas/alerts/aa22-103a
6,15,T0832,Manipulation of View,7.14,2.27,Public,2022,CISA,ICS,https://www.cisa.gov/uscert/ncas/alerts/aa22-103a
6,12,T1036,Masquerading,6.25,9.09,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-239a
6,12,T1036,Masquerading,7.69,9.09,Public,2021,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa21-076a
5,12,T1036,Masquerading,14.2,9.09,Public,2022,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa22-249a
5,12,T1036,Masquerading,14.2,9.09,Public,2022,CISA,ICS,https://www.cisa.gov/uscert/ncas/alerts/aa22-083a
6,15,T1036.004,Masquerading: Masquerade Task or Service,7.14,2.27,Public,2022,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa22-174a
4,10,T1036.005,Masquerading: Match Legitimate Name or Location,18.7,13.64,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-336a
4,10,T1036.005,Masquerading: Match Legitimate Name or Location,18.7,13.64,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-302a
4,10,T1036.005,Masquerading: Match Legitimate Name or Location,18.7,13.64,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-227a
4,10,T1036.005,Masquerading: Match Legitimate Name or Location,21.4,13.64,Public,2022,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa22-277a
4,10,T1036.005,Masquerading: Match Legitimate Name or Location,21.4,13.64,Public,2022,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa22-055a
4,10,T1036.005,Masquerading: Match Legitimate Name or Location,21.4,13.64,Public,2022,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa22-054a
6,15,T1556,Modify Authentication Process,7.14,2.27,Public,2022,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa22-074a
6,15,T1556.001,Modify Authentication Process: Domain Controller Authentication,7.69,2.27,Public,2021,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa21-200b
6,15,T0833,Modify Control Logic,6.25,2.27,Public,2020,CISA,ICS,https://www.cisa.gov/uscert/ncas/alerts/aa20-205a
5,14,T0821,Modify Controller Tasking,14.2,4.55,Public,2022,CISA,ICS,https://www.cisa.gov/uscert/ncas/alerts/aa22-103a
5,14,T0821,Modify Controller Tasking,14.2,4.55,Public,2022,CISA,ICS,https://www.cisa.gov/uscert/ncas/alerts/aa22-083a
6,15,T0836,Modify Parameter,7.14,2.27,Public,2022,CISA,ICS,https://www.cisa.gov/uscert/ncas/alerts/aa22-103a
6,15,T0889,Modify Program,7.14,2.27,Public,2022,CISA,ICS,https://www.cisa.gov/uscert/ncas/alerts/aa22-103a
5,12,T1112,Modify Registry,12.5,9.09,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-336a
5,12,T1112,Modify Registry,12.5,9.09,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-227a
6,12,T1112,Modify Registry,7.69,9.09,Public,2021,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa21-076a
6,12,T1112,Modify Registry,7.14,9.09,Public,2022,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa22-074a
6,15,T0801,Monitor Process State,7.14,2.27,Public,2022,CISA,ICS,https://www.cisa.gov/uscert/ncas/alerts/aa22-103a
6,15,T1188,Multi-hop Proxy,6.25,2.27,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-183a
6,14,T1104,Multi-Stage Channels,6.25,4.55,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-336a
6,14,T1104,Multi-Stage Channels,7.14,4.55,Public,2022,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa22-055a
6,15,T1079,Multilayer Encryption,6.25,2.27,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-183a
5,14,T0834,Native API,14.2,4.55,Public,2022,CISA,ICS,https://www.cisa.gov/uscert/ncas/alerts/aa22-103a
5,14,T0834,Native API,14.2,4.55,Public,2022,CISA,ICS,https://www.cisa.gov/uscert/ncas/alerts/aa22-083a
4,11,T1106,Native API,18.7,11.36,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-336a
4,11,T1106,Native API,18.7,11.36,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-302a
4,11,T1106,Native API,18.7,11.36,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-239a
5,11,T1106,Native API,15.3,11.36,Public,2021,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa21-265a
5,11,T1106,Native API,15.3,11.36,Public,2021,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa21-076a
5,14,T1498,Network Denial of Service,12.5,4.55,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-198a
5,14,T1498,Network Denial of Service,12.5,4.55,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-183a
4,12,T1046,Network Service Scanning,18.7,9.09,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-336a
4,12,T1046,Network Service Scanning,18.7,9.09,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-275a
4,12,T1046,Network Service Scanning,18.7,9.09,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-258a
6,12,T1046,Network Service Scanning,7.69,9.09,Public,2021,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa21-200b
6,14,T1135,Network Share Discovery,6.25,4.55,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-336a
6,14,T1135,Network Share Discovery,7.69,4.55,Public,2021,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa21-265a
6,15,T0842,Network Sniffing,7.14,2.27,Public,2022,CISA,ICS,https://www.cisa.gov/uscert/ncas/alerts/aa22-103a
4,13,T1040,Network Sniffing,18.7,6.82,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-336a
4,13,T1040,Network Sniffing,18.7,6.82,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-301a
4,13,T1040,Network Sniffing,18.7,6.82,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-280a
5,13,T1095,Non-Application Layer Protocol,12.5,6.82,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-336a
5,13,T1095,Non-Application Layer Protocol,12.5,6.82,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-239a
6,13,T1095,Non-Application Layer Protocol,7.14,6.82,Public,2022,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa22-277a
5,10,T1571,Non-Standard Port,12.5,13.64,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-336a
5,10,T1571,Non-Standard Port,12.5,13.64,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-280a
5,10,T1571,Non-Standard Port,15.3,13.64,Public,2021,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa21-200b
5,10,T1571,Non-Standard Port,15.3,13.64,Public,2021,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa21-076a
5,10,T1571,Non-Standard Port,14.2,13.64,Public,2022,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa22-174a
5,10,T1571,Non-Standard Port,14.2,13.64,Public,2022,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa22-054a
2,3,T1027,Obfuscated Files or Information,31.2,29.55,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-352a
2,3,T1027,Obfuscated Files or Information,31.2,29.55,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-280a
2,3,T1027,Obfuscated Files or Information,31.2,29.55,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-275a
2,3,T1027,Obfuscated Files or Information,31.2,29.55,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-266a
2,3,T1027,Obfuscated Files or Information,31.2,29.55,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-239a
1,3,T1027,Obfuscated Files or Information,46.1,29.55,Public,2021,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa21-336a
1,3,T1027,Obfuscated Files or Information,46.1,29.55,Public,2021,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa21-265a
1,3,T1027,Obfuscated Files or Information,46.1,29.55,Public,2021,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa21-259a
1,3,T1027,Obfuscated Files or Information,46.1,29.55,Public,2021,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa21-200b
1,3,T1027,Obfuscated Files or Information,46.1,29.55,Public,2021,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa21-076a
1,3,T1027,Obfuscated Files or Information,46.1,29.55,Public,2021,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa21-048a
5,3,T1027,Obfuscated Files or Information,14.2,29.55,Public,2022,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa22-055a
5,3,T1027,Obfuscated Files or Information,14.2,29.55,Public,2022,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa22-054a
6,15,T1027.001,Obfuscated Files or Information: Binary Padding,6.25,2.27,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-336a
5,14,T1027.005,Obfuscated Files or Information: Indicator Removal from Tools,12.5,4.55,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-336a
5,14,T1027.005,Obfuscated Files or Information: Indicator Removal from Tools,12.5,4.55,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-239a
4,12,T1027.002,Obfuscated Files or Information: Software Packing,18.7,9.09,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-336a
4,12,T1027.002,Obfuscated Files or Information: Software Packing,18.7,9.09,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-280a
4,12,T1027.002,Obfuscated Files or Information: Software Packing,18.7,9.09,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-266a
6,12,T1027.002,Obfuscated Files or Information: Software Packing,7.69,9.09,Public,2021,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa21-076a
5,12,T1027.003,Obfuscated Files or Information: Steganography,12.5,9.09,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-352a
5,12,T1027.003,Obfuscated Files or Information: Steganography,12.5,9.09,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-336a
6,12,T1027.003,Obfuscated Files or Information: Steganography,7.69,9.09,Public,2021,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa21-200a
6,12,T1027.003,Obfuscated Files or Information: Steganography,7.14,9.09,Public,2022,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa22-055a
6,15,T1027.004,Ofbuscated Files or Information: Compile After Delivery,7.14,2.27,Public,2022,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa22-055a
6,15,T1137.001,Office Application Startup: Office Template Macros,7.14,2.27,Public,2022,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa22-055a
6,15,T1137.002,Office Application Startup: Office Test,6.25,2.27,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-336a
6,15,T1137.004,Office Application Startup: Outlook Home Page,6.25,2.27,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-336a
5,12,T1003,OS Credential Dumping,12.5,9.09,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-301a
5,12,T1003,OS Credential Dumping,12.5,9.09,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-239a
5,12,T1003,OS Credential Dumping,15.3,9.09,Public,2021,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa21-336a
5,12,T1003,OS Credential Dumping,15.3,9.09,Public,2021,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa21-259a
6,15,T1003.008,OS Credential Dumping: /etc/passwd and /etc/shadow,7.14,2.27,Public,2022,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa22-138b
6,14,T1003.005,OS Credential Dumping: Cached Domain Credentials,6.25,4.55,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-336a
6,14,T1003.005,OS Credential Dumping: Cached Domain Credentials,7.14,4.55,Public,2022,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa22-055a
6,14,T1003.004,OS Credential Dumping: LSA Secrets,7.14,4.55,Public,2022,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa22-055a
4,9,T1003.001,OS Credential Dumping: LSASS Memory,18.7,15.91,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-336a
4,9,T1003.001,OS Credential Dumping: LSASS Memory,18.7,15.91,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-280a
4,9,T1003.001,OS Credential Dumping: LSASS Memory,18.7,15.91,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-258a
5,9,T1003.001,OS Credential Dumping: LSASS Memory,15.3,15.91,Public,2021,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa21-291a
5,9,T1003.001,OS Credential Dumping: LSASS Memory,15.3,15.91,Public,2021,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa21-200b
5,9,T1003.001,OS Credential Dumping: LSASS Memory,14.2,15.91,Public,2022,CISA,ICS,https://www.cisa.gov/uscert/ncas/alerts/aa22-083a
5,9,T1003.001,OS Credential Dumping: LSASS Memory,14.2,15.91,Public,2022,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa22-055a
6,9,T1003.003,OS Credential Dumping: NTDS,6.25,15.91,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-336a
4,9,T1003.003,OS Credential Dumping: NTDS,23.0,15.91,Public,2021,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa21-336a
