Rank,TID,Technique,Percentage,Reporter,Year,Type,Source
4,T1016,System Network Configuration Discovery,21.43,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
30,T1016,System Network Configuration Discovery,16.9,M-Trends,2022,Private,https://www.mandiant.com/media/15671
6,T1016.001,System Network Configuration Discovery: Internet Connection Discovery,7.14,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
230,T1016.001,System Network Configuration Discovery: Internet Connection Discovery,0.6,M-Trends,2022,Private,https://www.mandiant.com/media/15671
5,T1018,Remote System Discovery,14.29,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
154,T1018,Remote System Discovery,2.6,M-Trends,2022,Private,https://www.mandiant.com/media/15671
187,T1020,Automated Exfiltration,1.1,M-Trends,2022,Private,https://www.mandiant.com/media/15671
14,T1021,Remote Services,1.21,CTID Sightings,2022,Private,https://web.mitre-engenuity.org/hubfs/Center%20for%20Threat%20Informed%20Defense/CTID-Sightings-Ecosystem-Report.pdf
11,T1021,Remote Services,27.4,M-Trends,2022,Private,https://www.mandiant.com/media/15671
6,T1021.001,Remote Services: Remote Desktop Protocol,7.14,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
20,T1021.001,Remote Services: Remote Desktop Protocol,23.4,M-Trends,2022,Private,https://www.mandiant.com/media/15671
6,T1021.002,Remote Services: SMB/Windows Admin Shares,7.14,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
116,T1021.002,Remote Services: SMB/Windows Admin Shares,4,M-Trends,2022,Private,https://www.mandiant.com/media/15671
108,T1021.004,Remote Services: SSH,4.8,M-Trends,2022,Private,https://www.mandiant.com/media/15671
249,T1021.005,Remote Services: VNC,0.5,M-Trends,2022,Private,https://www.mandiant.com/media/15671
311,T1021.006,Remote Services: Windows Remote Management,0.2,M-Trends,2022,Private,https://www.mandiant.com/media/15671
8,T1027,Obfuscated Files or Information,19.4,Red Canary,2022,Private,https://resource.redcanary.com/rs/003-YRU-314/images/2022_ThreatDetectionReport_RedCanary.pdf
1,T1027,Obfuscated Files or Information,51.4,M-Trends,2022,Private,https://www.mandiant.com/media/15671
12,T1027,Obfuscated Files or Information,1.37,CTID Sightings,2022,Private,https://web.mitre-engenuity.org/hubfs/Center%20for%20Threat%20Informed%20Defense/CTID-Sightings-Ecosystem-Report.pdf
5,T1027,Obfuscated Files or Information,14.29,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
105,T1027.002,Obfuscated Files or Information: Software Packing,5.4,M-Trends,2022,Private,https://www.mandiant.com/media/15671
134,T1027.003,Obfuscated Files or Information: Steganography,3.4,M-Trends,2022,Private,https://www.mandiant.com/media/15671
6,T1027.003,Obfuscated Files or Information: Steganography,7.14,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
249,T1027.004,Ofbuscated Files or Information: Compile After Delivery,0.5,M-Trends,2022,Private,https://www.mandiant.com/media/15671
6,T1027.004,Ofbuscated Files or Information: Compile After Delivery,7.14,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
71,T1027.005,Obfuscated Files or Information: Indicator Removal from Tools,8.9,M-Trends,2022,Private,https://www.mandiant.com/media/15671
6,T1029,Schedule Transfer,7.14,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
311,T1030,Data Transfer Size Limits,0.2,M-Trends,2022,Private,https://www.mandiant.com/media/15671
4,T1033,System Owner/User Discovery,21.43,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
25,T1033,System Owner/User Discovery,18.9,M-Trends,2022,Private,https://www.mandiant.com/media/15671
9,T1036,Masquerading,22.1,Red Canary,2022,Private,https://resource.redcanary.com/rs/003-YRU-314/images/2022_ThreatDetectionReport_RedCanary.pdf
145,T1036,Masquerading,3.2,M-Trends,2022,Private,https://www.mandiant.com/media/15671
6,T1036,Masquerading,4.05,CTID Sightings,2022,Private,https://web.mitre-engenuity.org/hubfs/Center%20for%20Threat%20Informed%20Defense/CTID-Sightings-Ecosystem-Report.pdf
5,T1036,Masquerading,14.29,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
9,T1036.003,Masquerading: Rename System Utilities,15.6,Red Canary,2022,Private,https://resource.redcanary.com/rs/003-YRU-314/images/2022_ThreatDetectionReport_RedCanary.pdf
280,T1036.003,Masquerading: Rename System Utilities,0.3,M-Trends,2022,Private,https://www.mandiant.com/media/15671
6,T1036.004,Masquerading: Masquerade Task or Service,7.14,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
9,T1036.005,Masquerading: Match Legitimate Name or Location,7.9,Red Canary,2022,Private,https://resource.redcanary.com/rs/003-YRU-314/images/2022_ThreatDetectionReport_RedCanary.pdf
230,T1036.005,Masquerading: Match Legitimate Name or Location,0.6,M-Trends,2022,Private,https://www.mandiant.com/media/15671
4,T1036.005,Masquerading: Match Legitimate Name or Location,21.43,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
280,T1036.007,Masquerading: Double File Extension,0.3,M-Trends,2022,Private,https://www.mandiant.com/media/15671
249,T1037,Boot or Logon Initialization Scripts,0.5,M-Trends,2022,Private,https://www.mandiant.com/media/15671
311,T1037.001,Boot or Logon Initialization Scripts: Logon Script,0.2,M-Trends,2022,Private,https://www.mandiant.com/media/15671
311,T1037.003,Boot or Logon Initialization Scripts: Network Logon Script,0.2,M-Trends,2022,Private,https://www.mandiant.com/media/15671
311,T1037.004,Boot or Logon Initialization Scripts: RC Scripts,0.2,M-Trends,2022,Private,https://www.mandiant.com/media/15671
6,T1037.004,Boot or Logon Initialization Scripts: RC Scripts,7.14,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
187,T1039,Data from Network Shared Drive,1.1,M-Trends,2022,Private,https://www.mandiant.com/media/15671
6,T1039,Data from Network Shared Drive,7.14,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
280,T1040,Network Sniffing,0.3,M-Trends,2022,Private,https://www.mandiant.com/media/15671
230,T1041,Exfiltration Over C2 Channel,0.6,M-Trends,2022,Private,https://www.mandiant.com/media/15671
5,T1041,Exfiltration Over C2 Channel,14.29,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
161,T1046,Network Service Scanning,2,M-Trends,2022,Private,https://www.mandiant.com/media/15671
3,T1047,Windows Management Instrumentation,15.4,Red Canary,2022,Private,https://resource.redcanary.com/rs/003-YRU-314/images/2022_ThreatDetectionReport_RedCanary.pdf
11,T1047,Windows Management Instrumentation,1.43,CTID Sightings,2022,Private,https://web.mitre-engenuity.org/hubfs/Center%20for%20Threat%20Informed%20Defense/CTID-Sightings-Ecosystem-Report.pdf
4,T1047,Windows Management Instrumentation,21.43,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
116,T1047,Windows Management Instrumentation,4,M-Trends,2022,Private,https://www.mandiant.com/media/15671
311,T1048,Exfiltration Over Alternative Protocol,0.2,M-Trends,2022,Private,https://www.mandiant.com/media/15671
6,T1048,Exfiltration Over Alternative Protocol,7.14,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
5,T1049,System Network Connections Discovery,14.29,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
97,T1049,System Network Connections Discovery,6.2,M-Trends,2022,Private,https://www.mandiant.com/media/15671
7,T1053,Scheduled Task/Job,14.7,Red Canary,2022,Private,https://resource.redcanary.com/rs/003-YRU-314/images/2022_ThreatDetectionReport_RedCanary.pdf
1,T1053,Scheduled Task/Job,24.1,CTID Sightings,2022,Private,https://web.mitre-engenuity.org/hubfs/Center%20for%20Threat%20Informed%20Defense/CTID-Sightings-Ecosystem-Report.pdf
6,T1053,Scheduled Task/Job,7.14,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
33,T1053,Scheduled Task/Job,15.8,M-Trends,2022,Private,https://www.mandiant.com/media/15671
311,T1053.001,Scheduled Task/Job: At,0.2,M-Trends,2022,Private,https://www.mandiant.com/media/15671
249,T1053.003,Scheduled Task/Job: Cron,0.5,M-Trends,2022,Private,https://www.mandiant.com/media/15671
7,T1053.005,Scheduled Task/Job: Scheduled Task,12.2,Red Canary,2022,Private,https://resource.redcanary.com/rs/003-YRU-314/images/2022_ThreatDetectionReport_RedCanary.pdf
3,T1053.005,Scheduled Task/Job: Scheduled Task,28.57,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
47,T1053.005,Scheduled Task/Job: Scheduled Task,13.5,M-Trends,2022,Private,https://www.mandiant.com/media/15671
6,T1055,Process Injection,21.7,Red Canary,2022,Private,https://resource.redcanary.com/rs/003-YRU-314/images/2022_ThreatDetectionReport_RedCanary.pdf
9,T1055,Process Injection,28.5,M-Trends,2022,Private,https://www.mandiant.com/media/15671
9,T1055,Process Injection,1.75,CTID Sightings,2022,Private,https://web.mitre-engenuity.org/hubfs/Center%20for%20Threat%20Informed%20Defense/CTID-Sightings-Ecosystem-Report.pdf
5,T1055,Process Injection,14.29,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
187,T1055.001,Process Injection: Dynamic-link Library Injection,1.1,M-Trends,2022,Private,https://www.mandiant.com/media/15671
311,T1055.002,Process Injection: Portable Executable Injection,0.2,M-Trends,2022,Private,https://www.mandiant.com/media/15671
149,T1055.003,Process Injection: Thread Execution Hijacking,2.8,M-Trends,2022,Private,https://www.mandiant.com/media/15671
199,T1055.004,Process Injection: Aynchronous Procedure Call,0.9,M-Trends,2022,Private,https://www.mandiant.com/media/15671
210,T1055.012,Process Injection: Process Hollowing,0.8,M-Trends,2022,Private,https://www.mandiant.com/media/15671
82,T1056,Input Capture,7.5,M-Trends,2022,Private,https://www.mandiant.com/media/15671
82,T1056.001,Input Capture: Keylogging,7.5,M-Trends,2022,Private,https://www.mandiant.com/media/15671
6,T1056.001,Input Capture: Keylogging,7.14,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
25,T1057,Process Discovery,18.9,M-Trends,2022,Private,https://www.mandiant.com/media/15671
4,T1057,Process Discovery,21.43,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
1,T1059,Command and Scripting Interpreter,53.4,Red Canary,2022,Private,https://resource.redcanary.com/rs/003-YRU-314/images/2022_ThreatDetectionReport_RedCanary.pdf
2,T1059,Command and Scripting Interpreter,44.9,M-Trends,2022,Private,https://www.mandiant.com/media/15671
2,T1059,Command and Scripting Interpreter,15.77,CTID Sightings,2022,Private,https://web.mitre-engenuity.org/hubfs/Center%20for%20Threat%20Informed%20Defense/CTID-Sightings-Ecosystem-Report.pdf
5,T1059,Command and Scripting Interpreter,14.29,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
1,T1059.001,Command and Scripting Interpreter: PowerShell,35,Red Canary,2022,Private,https://resource.redcanary.com/rs/003-YRU-314/images/2022_ThreatDetectionReport_RedCanary.pdf
8,T1059.001,Command and Scripting Interpreter: PowerShell,29.4,M-Trends,2022,Private,https://www.mandiant.com/media/15671
2,T1059.001,Command and Scripting Interpreter: PowerShell,35.71,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
1,T1059.003,Command and Scripting Interpreter: Windows Command Shell,28.1,Red Canary,2022,Private,https://resource.redcanary.com/rs/003-YRU-314/images/2022_ThreatDetectionReport_RedCanary.pdf
63,T1059.003,Command and Scripting Interpreter: Windows Command Shell,11.2,M-Trends,2022,Private,https://www.mandiant.com/media/15671
4,T1059.003,Command and Scripting Interpreter: Windows Command Shell,21.43,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
173,T1059.004,Command and Scripting Interpreter: Unix Shell,1.5,M-Trends,2022,Private,https://www.mandiant.com/media/15671
5,T1059.004,Command and Scripting Interpreter: Unix Shell,14.29,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
116,T1059.005,Command and Scripting Interpreter: Visual Basic,4,M-Trends,2022,Private,https://www.mandiant.com/media/15671
6,T1059.005,Command and Scripting Interpreter: Visual Basic,7.14,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
134,T1059.006,Command and Scripting Interpreter: Python,3.4,M-Trends,2022,Private,https://www.mandiant.com/media/15671
5,T1059.006,Command and Scripting Interpreter: Python,14.29,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
169,T1059.007,Command and Scripting Interpreter: JavaScript,1.8,M-Trends,2022,Private,https://www.mandiant.com/media/15671
6,T1059.007,Command and Scripting Interpreter: JavaScript,7.14,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
280,T1068,Exploitation for Privilege Escalation,0.3,M-Trends,2022,Private,https://www.mandiant.com/media/15671
77,T1069,Permission Groups Discovery,8.2,M-Trends,2022,Private,https://www.mandiant.com/media/15671
187,T1069.001,Permission Groups Discovery: Local Groups,1.1,M-Trends,2022,Private,https://www.mandiant.com/media/15671
161,T1069.002,Permission Groups Discovery: Domain Groups,2,M-Trends,2022,Private,https://www.mandiant.com/media/15671
311,T1069.003,Permission Groups Discovery: Cloud Groups,0.2,M-Trends,2022,Private,https://www.mandiant.com/media/15671
6,T1070,Indicator Removal on Host,31.7,M-Trends,2022,Private,https://www.mandiant.com/media/15671
5,T1070,Indicator Removal on Host,14.29,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
127,T1070.001,Indicator Removal on Host: Clear Windows Event Logs,3.7,M-Trends,2022,Private,https://www.mandiant.com/media/15671
6,T1070.001,Indicator Removal on Host: Clear Windows Event Logs,7.14,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
249,T1070.002,Indicator Removal on Host: Clear Linux or Mac System Logs,0.5,M-Trends,2022,Private,https://www.mandiant.com/media/15671
280,T1070.003,Indicator Removal on Host: Clear Command History,0.3,M-Trends,2022,Private,https://www.mandiant.com/media/15671
12,T1070.004,Indicator Removal on Host: File Deletion,27.1,M-Trends,2022,Private,https://www.mandiant.com/media/15671
5,T1070.004,Indicator Removal on Host: File Deletion,14.29,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
170,T1070.005,Indicator Removal on Host: Network Share Connection Removal,1.7,M-Trends,2022,Private,https://www.mandiant.com/media/15671
89,T1070.006,Indicator Removal on Host: Timestomp,6.5,M-Trends,2022,Private,https://www.mandiant.com/media/15671
3,T1071,Application Layer Protocol,36.8,M-Trends,2022,Private,https://www.mandiant.com/media/15671
4,T1071.001,Application Layer Protocol: Web Protocols,32,M-Trends,2022,Private,https://www.mandiant.com/media/15671
3,T1071.001,Application Layer Protocol: Web Protocols,28.57,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
280,T1071.002,Application Layer Protocol: File Transfer Protocols,0.3,M-Trends,2022,Private,https://www.mandiant.com/media/15671
77,T1071.004,Application Layer Protocol: DNS,8.2,M-Trends,2022,Private,https://www.mandiant.com/media/15671
109,T1074,Data Staged,4.6,M-Trends,2022,Private,https://www.mandiant.com/media/15671
121,T1074.001,Data Staged: Local Data Staging,3.8,M-Trends,2022,Private,https://www.mandiant.com/media/15671
173,T1074.002,Data Staged: Remote Data Staging,1.5,M-Trends,2022,Private,https://www.mandiant.com/media/15671
6,T1074.002,Data Staged: Remote Data Staging,7.14,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
1,T1078,Valid Accounts,42.86,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
91,T1078,Valid Accounts,6.3,M-Trends,2022,Private,https://www.mandiant.com/media/15671
6,T1078.002,Valid Accounts: Domain Accounts,7.14,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
6,T1078.004,Valid Accounts: Cloud Accounts,7.14,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
6,T1080,Taint Shared Content,7.14,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
3,T1082,System Information Discovery,28.57,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
5,T1082,System Information Discovery,31.8,M-Trends,2022,Private,https://www.mandiant.com/media/15671
6,T1083,File and Directory Discovery,31.7,M-Trends,2022,Private,https://www.mandiant.com/media/15671
2,T1083,File and Directory Discovery,35.71,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
45,T1087,Account Discovery,13.7,M-Trends,2022,Private,https://www.mandiant.com/media/15671
158,T1087.002,Account Discovery: Domain Account,2.3,M-Trends,2022,Private,https://www.mandiant.com/media/15671
6,T1087.002,Account Discovery: Domain Account,7.14,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
311,T1087.003,Account Discovery: Email Account,0.2,M-Trends,2022,Private,https://www.mandiant.com/media/15671
6,T1087.003,Account Discovery: Email Account,7.14,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
311,T1087.004,Account Discovery: Cloud Account,0.2,M-Trends,2022,Private,https://www.mandiant.com/media/15671
97,T1090,Proxy,6.2,M-Trends,2022,Private,https://www.mandiant.com/media/15671
4,T1090,Proxy,7.98,CTID Sightings,2022,Private,https://web.mitre-engenuity.org/hubfs/Center%20for%20Threat%20Informed%20Defense/CTID-Sightings-Ecosystem-Report.pdf
4,T1090,Proxy,21.43,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
5,T1090.002,Proxy: External Proxy,14.29,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
131,T1090.003,Proxy: Multi-Hop Proxy,3.5,M-Trends,2022,Private,https://www.mandiant.com/media/15671
6,T1090.003,Proxy: Multi-Hop Proxy,7.14,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
210,T1090.004,Proxy: Domain Fronting,0.8,M-Trends,2022,Private,https://www.mandiant.com/media/15671
56,T1095,Non-Application Layer Protocol,12.8,M-Trends,2022,Private,https://www.mandiant.com/media/15671
5,T1095,Non-Application Layer Protocol,7.75,CTID Sightings,2022,Private,https://web.mitre-engenuity.org/hubfs/Center%20for%20Threat%20Informed%20Defense/CTID-Sightings-Ecosystem-Report.pdf
6,T1095,Non-Application Layer Protocol,7.14,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
76,T1098,Account Manipulation,8.3,M-Trends,2022,Private,https://www.mandiant.com/media/15671
230,T1098.001,Account Manipulation: Additional Cloud Credentials,0.6,M-Trends,2022,Private,https://www.mandiant.com/media/15671
230,T1098.002,Account Manipulation: Additional Email Delegate Permissions,0.6,M-Trends,2022,Private,https://www.mandiant.com/media/15671
230,T1098.004,Account Manipulation: SSH Authorized Keys,0.6,M-Trends,2022,Private,https://www.mandiant.com/media/15671
187,T1102,Web Service,1.1,M-Trends,2022,Private,https://www.mandiant.com/media/15671
311,T1102.001,Web Service: Dead Drop Resolver,0.2,M-Trends,2022,Private,https://www.mandiant.com/media/15671
6,T1102.002,Web Service: Bidirectional Communication,7.14,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
6,T1104,Multi-Stage Channels,7.14,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
5,T1105,Ingress Tool Transfer,20.4,Red Canary,2022,Private,https://resource.redcanary.com/rs/003-YRU-314/images/2022_ThreatDetectionReport_RedCanary.pdf
15,T1105,Ingress Tool Transfer,26.5,M-Trends,2022,Private,https://www.mandiant.com/media/15671
15,T1105,Ingress Tool Transfer,0.91,CTID Sightings,2022,Private,https://web.mitre-engenuity.org/hubfs/Center%20for%20Threat%20Informed%20Defense/CTID-Sightings-Ecosystem-Report.pdf
2,T1105,Ingress Tool Transfer,35.71,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
127,T1110,Brute Force,3.7,M-Trends,2022,Private,https://www.mandiant.com/media/15671
6,T1110,Brute Force,7.14,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
185,T1110.001,Brute Force: Password Guessing,1.2,M-Trends,2022,Private,https://www.mandiant.com/media/15671
6,T1110.001,Brute Force: Password Guessing,7.14,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
6,T1110.002,Brute Force: Password Cracking,7.14,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
199,T1110.003,Brute Force: Password Spraying,0.9,M-Trends,2022,Private,https://www.mandiant.com/media/15671
249,T1110.004,Brute Force: Credential Stuffing,0.5,M-Trends,2022,Private,https://www.mandiant.com/media/15671
187,T1111,Multi-Factor Authentication Interception,1.1,M-Trends,2022,Private,https://www.mandiant.com/media/15671
22,T1112,Modify Registry,22.3,M-Trends,2022,Private,https://www.mandiant.com/media/15671
13,T1112,Modify Registry,1.3,CTID Sightings,2022,Private,https://web.mitre-engenuity.org/hubfs/Center%20for%20Threat%20Informed%20Defense/CTID-Sightings-Ecosystem-Report.pdf
6,T1112,Modify Registry,7.14,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
5,T1113,Screen Capture,14.29,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
121,T1113,Screen Capture,3.8,M-Trends,2022,Private,https://www.mandiant.com/media/15671
161,T1114,Email Collection,2,M-Trends,2022,Private,https://www.mandiant.com/media/15671
6,T1114,Email Collection,7.14,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
280,T1114.001,Email Collection: Local Email Collection,0.3,M-Trends,2022,Private,https://www.mandiant.com/media/15671
187,T1114.002,Email Collection: Remote Email Collection,1.1,M-Trends,2022,Private,https://www.mandiant.com/media/15671
311,T1114.003,Email Collection: Email Forwarding Rule,0.2,M-Trends,2022,Private,https://www.mandiant.com/media/15671
111,T1115,Clipboard Data,4.3,M-Trends,2022,Private,https://www.mandiant.com/media/15671
311,T1119,Automated Collection,0.2,M-Trends,2022,Private,https://www.mandiant.com/media/15671
311,T1120,Peripheral Device Discovery,0.2,M-Trends,2022,Private,https://www.mandiant.com/media/15671
230,T1124,System Time Discovery,0.6,M-Trends,2022,Private,https://www.mandiant.com/media/15671
249,T1127,Trusted Developer Utilities Proxy Execution,0.5,M-Trends,2022,Private,https://www.mandiant.com/media/15671
249,T1127.001,Trusted Developer Utilities Proxy Execution: MSBuild,0.5,M-Trends,2022,Private,https://www.mandiant.com/media/15671
6,T1129,Shared Modules,7.14,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
230,T1129,Shared Modules,0.6,M-Trends,2022,Private,https://www.mandiant.com/media/15671
210,T1132,Data Encoding,0.8,M-Trends,2022,Private,https://www.mandiant.com/media/15671
210,T1132.001,Data Encoding: Standard Encoding,0.8,M-Trends,2022,Private,https://www.mandiant.com/media/15671
5,T1132.001,Data Encoding: Standard Encoding,14.29,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
5,T1132.002,Data Encoding: Non-Standard Encoding,14.29,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
72,T1133,External Remote Services,8.8,M-Trends,2022,Private,https://www.mandiant.com/media/15671
2,T1133,External Remote Services,35.71,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
60,T1134,Access Token Manipulation,12.2,M-Trends,2022,Private,https://www.mandiant.com/media/15671
91,T1134.001,Access Token Manipulation: Token Impersonation/Theft,6.3,M-Trends,2022,Private,https://www.mandiant.com/media/15671
311,T1134.002,Access Token Manipulation: Create Process with Token,0.2,M-Trends,2022,Private,https://www.mandiant.com/media/15671
97,T1135,Network Share Discovery,6.2,M-Trends,2022,Private,https://www.mandiant.com/media/15671
91,T1136,Create Account,6.3,M-Trends,2022,Private,https://www.mandiant.com/media/15671
173,T1136.001,Create Account: Local Account,1.5,M-Trends,2022,Private,https://www.mandiant.com/media/15671
5,T1136.001,Create Account: Local Account,14.29,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
6,T1136.002,Create Account: Domain Account,7.14,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
249,T1136.003,Create Account: Cloud Account,0.5,M-Trends,2022,Private,https://www.mandiant.com/media/15671
6,T1137.001,Office Application Startup: Office Template Macros,7.14,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
19,T1140,Deobfuscate/Decode Files or Information,23.5,M-Trends,2022,Private,https://www.mandiant.com/media/15671
6,T1140,Deobfuscate/Decode Files or Information,7.14,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
249,T1187,Forced Authentication,0.5,M-Trends,2022,Private,https://www.mandiant.com/media/15671
6,T1187,Forced Authentication,7.14,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
111,T1189,Drive-by Compromise,4.3,M-Trends,2022,Private,https://www.mandiant.com/media/15671
18,T1190,Exploit Public-Facing Application,25.8,M-Trends,2022,Private,https://www.mandiant.com/media/15671
1,T1190,Exploit Public-Facing Application,42.86,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
64,T1195,Supply Chain Compromise,11.1,M-Trends,2022,Private,https://www.mandiant.com/media/15671
64,T1195.002,Supply Chain Compromise: Software Supply Chain,11.1,M-Trends,2022,Private,https://www.mandiant.com/media/15671
210,T1197,BITS Jobs,0.8,M-Trends,2022,Private,https://www.mandiant.com/media/15671
230,T1199,Trusted Relationship,0.6,M-Trends,2022,Private,https://www.mandiant.com/media/15671
280,T1201,Password Policy Discovery,0.3,M-Trends,2022,Private,https://www.mandiant.com/media/15671
77,T1202,Indirect Command Execution,8.2,M-Trends,2022,Private,https://www.mandiant.com/media/15671
161,T1203,Exploitation for Client Execution,2,M-Trends,2022,Private,https://www.mandiant.com/media/15671
5,T1203,Exploitation for Client Execution,14.29,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
101,T1204,User Execution,5.8,M-Trends,2022,Private,https://www.mandiant.com/media/15671
5,T1204.001,User Execution: Malicious Link,14.29,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
134,T1204.001,User Execution: Malicious Link,3.4,M-Trends,2022,Private,https://www.mandiant.com/media/15671
5,T1204.002,User Execution: Malicious File,14.29,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
156,T1204.002,User Execution: Malicious File,2.5,M-Trends,2022,Private,https://www.mandiant.com/media/15671
86,T1213,Data from Information Repositories,6.9,M-Trends,2022,Private,https://www.mandiant.com/media/15671
280,T1213.001,Data from Information Repositories: Confluence,0.3,M-Trends,2022,Private,https://www.mandiant.com/media/15671
187,T1213.002,Data from Information Repositories: SharePoint,1.1,M-Trends,2022,Private,https://www.mandiant.com/media/15671
6,T1213.002,Data from Information Repositories: SharePoint,7.14,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
187,T1213.003,Data from Information Repositories: Code Repositories,1.1,M-Trends,2022,Private,https://www.mandiant.com/media/15671
2,T1218,System Binary Proxy Execution,34.8,Red Canary,2022,Private,https://resource.redcanary.com/rs/003-YRU-314/images/2022_ThreatDetectionReport_RedCanary.pdf
6,T1218,System Binary Proxy Execution,4.05,CTID Sightings,2022,Private,https://web.mitre-engenuity.org/hubfs/Center%20for%20Threat%20Informed%20Defense/CTID-Sightings-Ecosystem-Report.pdf
105,T1218,System Binary Proxy Execution,5.4,M-Trends,2022,Private,https://www.mandiant.com/media/15671
280,T1218.002,System Binary Proxy Execution: Control Panel,0.3,M-Trends,2022,Private,https://www.mandiant.com/media/15671
6,T1218.003,System Binary Proxy Execution: CMSTP,7.14,CISA,2022,Public,https://www.cisa.gov/uscert/ncas/alerts/2022
311,T1218.003,System Binary Proxy Execution: CMSTP,0.2,M-Trends,2022,Private,https://www.mandiant.com/media/15671
