TID,Technique,Type,Year,Reporter,Target,Source
T1069.002,Permission Groups Discovery: Domain Groups,Public,2023,CISA,Enterprise,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-144a
T1069.002,Permission Groups Discovery: Domain Groups,Public,2023,CISA,Enterprise,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-201a
T1069.002,Permission Groups Discovery: Domain Groups,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-336a
T1070,Indicator Removal,Public,2022,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa22-138b
T1070,Indicator Removal,Public,2022,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa22-277a
T1070,Indicator Removal,Public,2023,CISA,Enterprise,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-144a
T1070,Indicator Removal,Public,2023,CISA,Enterprise,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-158a
T1070,Indicator Removal,Public,2021,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa21-200b
T1070,Indicator Removal,Public,2022,CISA,Enterprise,https://www.cisa.gov/news-events/cybersecurity-advisories/aa22-321a
T1070.001,Indicator Removal: Clear Windows Event Logs,Public,2023,CISA,Enterprise,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-061a
T1070.001,Indicator Removal: Clear Windows Event Logs,Public,2023,CISA,Enterprise,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-144a
T1070.001,Indicator Removal: Clear Windows Event Logs,Public,2023,CISA,Enterprise,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-165a
T1070.001,Indicator Removal: Clear Windows Event Logs,Public,2022,CISA,ICS,https://www.cisa.gov/uscert/ncas/alerts/aa22-083a
T1070.001,Indicator Removal: Clear Windows Event Logs,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-336a
T1070.003,Indicator Removal on Host: Clear Command History,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-239a
T1070.003,Indicator Removal on Host: Clear Command History,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-336a
T1070.004,Indicator Removal on Host: File Deletion,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-227a
T1070.004,Indicator Removal on Host: File Deletion,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-239a
T1070.004,Indicator Removal on Host: File Deletion,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-301a
T1070.004,Indicator Removal on Host: File Deletion,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-336a
T1070.004,Indicator Removal on Host: File Deletion,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-352a
T1070.004,Indicator Removal: File Deletion,Public,2023,CISA,Enterprise,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-074a
T1070.004,Indicator Removal: File Deletion,Public,2023,CISA,Enterprise,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-075a
T1070.004,Indicator Removal: File Deletion,Public,2023,CISA,Enterprise,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-165a
T1070.004,Indicator Removal: File Deletion,Public,2023,CISA,Enterprise,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-187a
T1070.004,Indicator Removal on Host: File Deletion,Public,2021,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa21-259a
T1070.004,Indicator Removal on Host: File Deletion,Public,2021,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa21-336a
T1070.004,Indicator Removal on Host: File Deletion,Public,2022,CISA,ICS,https://www.cisa.gov/uscert/ncas/alerts/aa22-083a
T1070.004,Indicator Removal on Host: File Deletion,Public,2022,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa22-277a
T1070.004,Indicator Removal on Host: File Deletion,Public,2022,CISA,Enterprise,https://www.cisa.gov/news-events/cybersecurity-advisories/aa22-320a
T1070.006,Indicator Removal on Host: Timestomp,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-239a
T1070.006,Indicator Removal on Host: Timestomp,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-336a
T1070.006,Indicator Removal: Timestomp,Public,2023,CISA,Enterprise,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-074a
T1071,Application Layer Protocol,Public,2023,CISA,Enterprise,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-059a
T1071,Application Layer Protocol,Public,2023,CISA,Enterprise,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-129a
T1071,Application Layer Protocol,Public,2023,CISA,Enterprise,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-158a
T1071,Application Layer Protocol,Public,2023,CISA,Enterprise,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-187a
T1071,Application Layer Protocol,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-183a
T1071,Application Layer Protocol,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-239a
T1071,Application Layer Protocol,Public,2021,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa21-200b
T1071.001,Application Layer Protocol: Web Protocols,Public,2022,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa22-054a
T1071.001,Application Layer Protocol: Web Protocols,Public,2022,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa22-055a
T1071.001,Application Layer Protocol: Web Protocols,Public,2022,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa22-138b
T1071.001,Application Layer Protocol: Web Protocols,Public,2022,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa22-174a
T1071.001,Application Layer Protocol: Web Protocols,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-227a
T1071.001,Application Layer Protocol: Web Protocols,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-266a
T1071.001,Application Layer Protocol: Web Protocols,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-336a
T1071.001,Application Layer Protocol: Web Protocols,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-352a
T1071.001,Application Layer Protocol: Web Protocols,Public,2021,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa21-048a
T1071.001,Application Layer Protocol: Web Protocols,Public,2021,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa21-076a
T1071.001,Application Layer Protocol: Web Protocols,Public,2023,CISA,Enterprise,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-059a
T1071.001,Application Layer Protocol: Web Protocols,Public,2023,CISA,Enterprise,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-129a
T1071.001,Application Layer Protocol: Web Protocols,Public,2023,CISA,Enterprise,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-165a
T1071.002,Application Layer Protocol: File Transfer Protocols,Public,2023,CISA,Enterprise,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-059a
T1071.002,Application Layer Protocol: File Transfer Protocols,Public,2023,CISA,Enterprise,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-075a
T1071.002,Application Layer Protocol: File Transfer Protocols,Public,2023,CISA,Enterprise,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-165a
T1071.002,Application Layer Protocol: File Transfer Protocols,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-275a
T1071.002,Application Layer Protocol: File Transfer Protocols,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-336a
T1071.003,Application Layer Protocol: Mail Protocols,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-336a
T1071.003,Application Layer Protocol: Mail Protocols,Public,2023,CISA,Enterprise,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-129a
T1071.004,Application Layer Protocol: DNS,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-275a
T1071.004,Application Layer Protocol: DNS,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-336a
T1071.004,Application Layer Protocol: DNS,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-352a
T1071.004,Application Layer Protocol: DNS,Public,2023,CISA,Enterprise,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-129a
T1072,Software Deployment Tools,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-258a
T1072,Software Deployment Tools,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-275a
T1072,Software Deployment Tools,Public,2023,CISA,Enterprise,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-075a
T1072,Software Deployment Tools,Public,2023,CISA,Enterprise,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-165a
T1072,Software Deployment Tools,Public,2022,CISA,Enterprise,https://www.cisa.gov/news-events/cybersecurity-advisories/aa22-335a
T1074,Data Staged,Public,2023,CISA,Enterprise,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-129a
T1074,Data Staged,Public,2023,CISA,Enterprise,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-201a
T1074,Data Staged,Public,2021,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa21-200b
T1074.001,Data Staged: Local Data Staging,Public,2021,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa21-200a
T1074.001,Data Staged: Local Data Staging,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-336a
T1074.002,Data Staged: Remote Data Staging,Public,2021,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa21-200a
T1074.002,Data Staged: Remote Data Staging,Public,2022,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa22-277a
T1078,Valid Accounts,Public,2022,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa22-054a
T1078,Valid Accounts,Public,2022,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa22-074a
T1078,Valid Accounts,Public,2022,CISA,ICS,https://www.cisa.gov/uscert/ncas/alerts/aa22-083a
T1078,Valid Accounts,Public,2022,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa22-152a
T1078,Valid Accounts,Public,2022,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa22-249a
T1078,Valid Accounts,Public,2022,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa22-277a
T1078,Valid Accounts,Public,2023,CISA,Enterprise,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-075a
T1078,Valid Accounts,Public,2023,CISA,Enterprise,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-129a
T1078,Valid Accounts,Public,2023,CISA,Enterprise,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-136a
T1078,Valid Accounts,Public,2023,CISA,Enterprise,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-165a
T1078,Valid Accounts,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-239a
T1078,Valid Accounts,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-296a
T1078,Valid Accounts,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-336a
T1078,Valid Accounts,Public,2021,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa21-265a
T1078,Valid Accounts,Public,2022,CISA,Enterprise,https://www.cisa.gov/news-events/cybersecurity-advisories/aa22-294a
T1078,Valid Accounts,Public,2022,CISA,Enterprise,https://www.cisa.gov/news-events/cybersecurity-advisories/aa22-335a
T1078.001,Valid Accounts: Default Accounts,Public,2021,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa21-200a
T1078.001,Valid Accounts: Default Accounts,Public,2021,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa21-200b
T1078.001,Valid Accounts: Default Accounts,Public,2023,CISA,Enterprise,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-108
T1078.001,Valid Accounts: Default Accounts,Public,2022,CISA,Enterprise,https://www.cisa.gov/news-events/cybersecurity-advisories/aa22-320a
T1078.002,Valid Accounts: Domain Accounts,Public,2023,CISA,Enterprise,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-059a
T1078.002,Valid Accounts: Domain Accounts,Public,2023,CISA,Enterprise,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-061a
T1078.002,Valid Accounts: Domain Accounts,Public,2021,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa21-200b
T1078.002,Valid Accounts: Domain Accounts,Public,2022,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa22-054a
T1078.003,Valid Accounts: Local Accounts,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-280a
T1078.004,Valid Accounts: Cloud Accounts,Public,2022,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa22-054a
T1078.004,Valid Accounts: Cloud Accounts,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-336a
T1079,Multilayer Encryption,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-183a
T1080,Taint Shared Content,Public,2021,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa21-265a
T1080,Taint Shared Content,Public,2022,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa22-249a
T1080,Taint Shared Content,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-336a
T1082,System Information Discovery,Public,2022,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa22-054a
T1082,System Information Discovery,Public,2022,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa22-055a
T1082,System Information Discovery,Public,2022,CISA,ICS,https://www.cisa.gov/uscert/ncas/alerts/aa22-083a
T1082,System Information Discovery,Public,2022,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa22-277a
T1082,System Information Discovery,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-227a
T1082,System Information Discovery,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-239a
T1082,System Information Discovery,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-266a
T1082,System Information Discovery,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-336a
T1082,System Information Discovery,Public,2023,CISA,Enterprise,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-075a
T1082,System Information Discovery,Public,2023,CISA,Enterprise,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-144a
T1082,System Information Discovery,Public,2023,CISA,Enterprise,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-165a
T1082,System Information Discovery,Public,2023,CISA,Enterprise,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-187a
T1082,System Information Discovery,Public,2021,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa21-076a
T1083,File and Directory Discovery,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-227a
T1083,File and Directory Discovery,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-239a
T1083,File and Directory Discovery,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-301a
T1083,File and Directory Discovery,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-302a
T1083,File and Directory Discovery,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-336a
T1083,File and Directory Discovery,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-352a
T1083,File and Directory Discovery,Public,2022,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa22-054a
T1083,File and Directory Discovery,Public,2022,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa22-055a
T1083,File and Directory Discovery,Public,2022,CISA,ICS,https://www.cisa.gov/uscert/ncas/alerts/aa22-083a
T1083,File and Directory Discovery,Public,2022,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa22-152a
T1083,File and Directory Discovery,Public,2022,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa22-277a
T1083,File and Directory Discovery,Public,2021,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa21-076a
T1083,File and Directory Discovery,Public,2021,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa21-200b
T1083,File and Directory Discovery,Public,2021,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa21-265a
T1083,File and Directory Discovery,Public,2023,CISA,Enterprise,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-040a
T1083,File and Directory Discovery,Public,2023,CISA,Enterprise,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-074a
T1083,File and Directory Discovery,Public,2023,CISA,Enterprise,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-129a
T1083,File and Directory Discovery,Public,2023,CISA,Enterprise,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-136a
T1087,Account Discovery,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-239a
T1087.001,Account Discovery: Local Account,Public,2021,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa21-076a
T1087.001,Account Discovery: Local Account,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-336a
T1087.002,Account Discovery: Domain Account,Public,2021,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa21-259a
T1087.002,Account Discovery: Domain Account,Public,2021,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa21-336a
T1087.002,Account Discovery: Domain Account,Public,2023,CISA,Enterprise,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-059a
T1087.002,Account Discovery: Domain Account,Public,2023,CISA,Enterprise,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-201a
T1087.002,Account Discovery: Domain Account,Public,2022,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa22-055a
T1087.002,Account Discovery: Domain Account,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-336a
T1087.003,Account Discovery: Email Account,Public,2021,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa21-076a
T1087.003,Account Discovery: Email Account,Public,2022,CISA,ICS,https://www.cisa.gov/uscert/ncas/alerts/aa22-083a
T1087.003,Account Discovery: Email Account,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-280a
T1090,Proxy,Public,2022,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa22-054a
T1090,Proxy,Public,2022,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa22-174a
T1090,Proxy,Public,2022,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa22-277a
T1090,Proxy,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-183a
T1090,Proxy,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-198a
T1090,Proxy,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-239a
T1090,Proxy,Public,2023,CISA,Enterprise,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-144a
T1090,Proxy,Public,2022,CISA,Enterprise,https://www.cisa.gov/news-events/cybersecurity-advisories/aa22-320a
T1090,Proxy,Public,2022,CISA,Enterprise,https://www.cisa.gov/news-events/cybersecurity-advisories/aa22-335a
T1090.001,Proxy: Internal Proxy ,Public,2023,CISA,Enterprise,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-201a
T1090.002,Proxy: External Proxy,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-258a
T1090.002,Proxy: External Proxy,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-275a
T1090.002,Proxy: External Proxy,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-336a
T1090.002,Proxy: External Proxy,Public,2022,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa22-055a
T1090.002,Proxy: External Proxy,Public,2022,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa22-138b
T1090.002,Proxy: External Proxy,Public,2023,CISA,Enterprise,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-059a
T1090.002,Proxy: External Proxy,Public,2023,CISA,Enterprise,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-144a
T1090.003,Proxy: Multi-Hop Proxy,Public,2021,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa21-131a
T1090.003,Proxy: Multi-Hop Proxy,Public,2021,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa21-200a
T1090.003,Proxy: Multi-Hop Proxy,Public,2021,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa21-200b
T1090.003,Proxy: Multi-Hop Proxy,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-258a
T1090.003,Proxy: Multi-Hop Proxy,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-336a
T1090.003,Proxy: Multi-Hop Proxy,Public,2022,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa22-054a
T1090.003,Proxy: Multi-Hop Proxy,Public,2023,CISA,Enterprise,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-129a
T1090.004,Domain Fronting,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-336a
T1090.004,Proxy: Domain Fronting,Public,2023,CISA,Enterprise,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-059a
T1091,Replication Through Removable Media,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-336a
T1091,Replication Through Removable Media,Public,2023,CISA,Enterprise,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-187a
T1092,Communication through Removable Media,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-336a
T1094,Custom Command and Control,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-183a
T1095,Non-Application Layer Protocol,Public,2023,CISA,Enterprise,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-074a
T1095,Non-Application Layer Protocol,Public,2023,CISA,Enterprise,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-129a
T1095,Non-Application Layer Protocol,Public,2023,CISA,Enterprise,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-165a
T1095,Non-Application Layer Protocol,Public,2023,CISA,Enterprise,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-187a
T1095,Non-Application Layer Protocol,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-239a
T1095,Non-Application Layer Protocol,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-336a
T1095,Non-Application Layer Protocol,Public,2022,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa22-277a
T1098,Account Manipulation,Public,2023,CISA,Enterprise,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-059a
T1098,Account Manipulation,Public,2023,CISA,Enterprise,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-136a
T1098,Account Manipulation,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-239a
T1098,Account Manipulation,Public,2022,CISA,Enterprise,https://www.cisa.gov/news-events/cybersecurity-advisories/aa22-294a
T1098,Account Manipulation,Public,2022,CISA,Enterprise,https://www.cisa.gov/news-events/cybersecurity-advisories/aa22-320a
T1098.002,Account Manipulation: Exchange Email Delegate Permissions,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-336a
T1101,Data Obfuscation,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-239a
T1102,Web Service,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-239a
T1102.001,Web Service: Dead Drop Resolver,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-336a
T1102.002,Web Service: Bidirectional Communication,Public,2022,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa22-055a
T1102.002,Web Service: Bidirectional Communication,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-336a
T1104,Multi-Stage Channels,Public,2022,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa22-055a
T1104,Multi-Stage Channels,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-336a
T1104,Multi-Stage Channels,Public,2023,CISA,Enterprise,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-129a
T1105,Ingress Tool Transfer,Public,2023,CISA,Enterprise,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-059a
T1105,Ingress Tool Transfer,Public,2023,CISA,Enterprise,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-061a
T1105,Ingress Tool Transfer,Public,2023,CISA,Enterprise,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-074a
T1105,Ingress Tool Transfer,Public,2023,CISA,Enterprise,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-074a
T1105,Ingress Tool Transfer,Public,2023,CISA,Enterprise,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-136a
T1105,Ingress Tool Transfer,Public,2023,CISA,Enterprise,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-158a
T1105,Ingress Tool Transfer,Public,2023,CISA,Enterprise,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-187a
T1105,Ingress Tool Transfer,Public,2023,CISA,Enterprise,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-201a
T1105,Ingress Tool Transfer,Public,2022,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa22-055a
T1105,Ingress Tool Transfer,Public,2022,CISA,ICS,https://www.cisa.gov/uscert/ncas/alerts/aa22-083a
T1105,Ingress Tool Transfer,Public,2022,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa22-138b
T1105,Ingress Tool Transfer,Public,2022,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa22-174a
T1105,Ingress Tool Transfer,Public,2022,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa22-277a
T1105,Ingress Tool Transfer,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-227a
T1105,Ingress Tool Transfer,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-239a
T1105,Ingress Tool Transfer,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-275a
T1105,Ingress Tool Transfer,Public,2020,CISA,Enterprise,https://www.cisa.gov/uscert/ncas/alerts/aa20-336a
